PrevChange, Stochastic, Momentum, LarryWilliams, Disparity, Price, Low, High, NextChange
-1.3805507318283297, 16.022099447514158, -7.589999999999918, 83.97790055248583, -539084.3724963152, 795.07, 791.3, 805.75, -1.5118165696102348
-0.8412870215487452, 60.00926784059324, -6.219999999999914, 39.99073215940676, 901339.658632967, 806.2, 800.67, 814.2, -1.3805507318283297
1.4790499132540231, 91.70528266913774, 3.3999999999999773, 8.294717330862252, -364751.8547285086, 813.04, 804.0, 814.83, -0.8412870215487452
0.8814011760409977, 30.56197074672844, -9.11999999999989, 69.43802925327157, -189584.63232510837, 801.19, 793.25, 802.25, 1.4790499132540231
-1.0552413226023365, 3.4323177786351633, -17.069999999999936, 96.56768222136483, -268083.48589538084, 794.19, 793.3, 805.37, 0.8814011760409977
-1.201349055907042, 7.430167597764966, -12.050000000000068, 92.56983240223504, 2909235.7443793956, 802.66, 801.33, 807.0, -1.0552413226023365
0.34336248209080245, 45.12489927477779, 1.099999999999909, 54.87510072522221, 1754060.96436388, 812.42, 807.79, 814.0, -1.201349055907042
-0.08268440473398565, 24.921874999999627, 1.8500000000000227, 75.07812500000037, -834348.9898237381, 809.64, 806.82, 819.23, 0.34336248209080245
-0.11710179227375263, 49.718785151855634, -3.990000000000009, 50.28121484814436, -324289.3567609257, 810.31, 809.64, 815.24, -0.08268440473398565
-0.4234635637220662, 51.99150292087096, -10.279999999999973, 48.00849707912904, -316232.10022592155, 811.26, 809.85, 816.92, -0.11710179227375263
0.4178375979884615, 51.88087774294679, -10.599999999999909, 48.11912225705322, -205896.71850941936, 814.71, 811.44, 817.51, -0.4234635637220662
0.43699476349052185, 33.709787816564045, -16.289999999999964, 66.29021218343595, -123710.87326032967, 811.32, 806.45, 819.25, 0.4178375979884615
-0.7994596586024796, 20.775805391189824, -27.030000000000086, 79.22419460881017, -193921.6507607776, 807.79, 801.47, 812.76, 0.43699476349052185
-0.8812717579180575, 3.641881638846442, -17.220000000000027, 96.35811836115356, -305848.0643085716, 814.3, 813.34, 820.3, -0.7994596586024796
-0.4567980516411993, 18.60152398027775, -11.06000000000006, 81.39847601972224, -564496.8897486875, 821.54, 817.39, 826.99, -0.8812717579180575
-0.27790867679221715, 17.25129384703843, -6.07000000000005, 82.74870615296157, -314829.68037866725, 825.31, 822.31, 830.69, -0.4567980516411993
-0.8636592319302407, 19.380226266601312, -10.990000000000009, 80.61977373339869, 253170.2833277386, 827.61, 823.67, 831.89, -0.27790867679221715
0.39686357513951176, 51.55672823219035, 13.32000000000005, 48.44327176780965, 133073.60021535956, 834.82, 831.5, 839.7, -0.8636592319302407
-0.12971414845064147, 67.99999999999994, 25.329999999999927, 32.00000000000004, 106900.7448751766, 831.52, 825.05, 834.92, 0.39686357513951176
0.14674396786066868, 76.17554858934174, 31.399999999999977, 23.82445141065825, 106198.43666131089, 832.6, 829.58, 836.62, -0.12971414845064147
-0.8609587407584101, 73.6259143155695, 31.600000000000023, 26.374085684430508, 69255.15588086756, 831.38, 828.81, 844.0, 0.14674396786066868
2.0815581253804045, 96.83931484502456, 48.47000000000003, 3.16068515497544, 109198.2565831167, 838.6, 828.9, 840.15, -0.8609587407584101
1.8990560537838406, 96.51404786680533, 30.730000000000018, 3.485952133194667, 499183.5634598381, 821.5, 805.0, 822.84, 2.0815581253804045
0.6228157763354979, 90.75385256143309, 6.480000000000018, 9.246147438566906, 555637.728465313, 806.19, 796.15, 807.14, 1.8990560537838406
0.17754882592713905, 69.97084548104986, 5.670000000000073, 30.029154518950126, 428304.38668857596, 801.2, 801.03, 806.99, 0.6228157763354979
1.2213180109602189, 64.05664306538942, 7.319999999999936, 35.94335693461058, -193232.03731850747, 799.78, 791.11, 804.75, 0.17754882592713905
-0.08093377341072452, 23.321123321123345, -16.720000000000027, 76.67887667887665, -1733506.7437572791, 790.13, 784.4, 795.95, 1.2213180109602189
-1.1179052406497423, 1.515151515151366, -2.1200000000000045, 98.48484848484863, 257822.68799133398, 790.77, 790.49, 808.41, -0.08093377341072452
0.5254358729400606, 57.71689497716894, 11.889999999999986, 42.28310502283105, 243562.67943823306, 799.71, 793.8, 801.25, -1.1179052406497423
0.3874012568457633, 56.923076923076806, 12.669999999999959, 43.076923076923194, 259813.09836730416, 795.53, 791.22, 805.45, 0.5254358729400606
-1.7834789613930702, 47.083333333333435, 11.759999999999991, 52.91666666666656, 128038.58148084207, 792.46, 791.79, 808.97, 0.3874012568457633
1.7606477569398074, 99.48682860075273, 24.430000000000064, 0.5131713992472705, 420959.121333818, 806.85, 795.28, 807.0, -1.7834789613930702
0.6435480185829169, 98.10353664787286, 7.519999999999982, 1.8964633521271386, 221434.76348625892, 792.89, 787.07, 793.26, 1.7606477569398074
0.633574330020698, 93.86257505003364, 13.870000000000005, 6.137424949966368, 239084.9895357899, 787.82, 777.77, 788.74, 0.6435480185829169
0.2766747790444432, 77.50000000000014, 12.690000000000055, 22.49999999999986, 200792.67735449507, 782.86, 779.97, 785.35, 0.633574330020698
-0.21983078142173176, 75.51020408163286, 14.960000000000036, 24.489795918367133, 127790.59557910866, 780.7, 779.37, 787.9, 0.2766747790444432
-0.37561913493003873, 84.91302804401843, 23.399999999999977, 15.086971955981562, 302670.91379372973, 782.42, 773.75, 783.0, -0.21983078142173176
